id|acronym|title|startDate|endDate|totalCost|legalBasis|topics|masterCall|subCall|fundingScheme|objective|grantDoi|cluster
101189551|CHORYS|OPEN AND PROGRAMMABLE ACCELERATORS FOR DATA-INTENSIVE APPLICATIONS IN THE CLOUD|2025-01-01|2028-12-31|4305637,5|HORIZON.2.4|HORIZON-CL4-2024-DIGITAL-EMERGING-01-21|HORIZON-CL4-2024-DIGITAL-EMERGING-01-CNECT|HORIZON-CL4-2024-DIGITAL-EMERGING-01-CNECT|HORIZON-RIA|CHORYS directly prioritises support for data-intensive applications in the context of the European Open Computing Architecture by developing and demonstrating open and programmable accelerators. Through CHORYS, we will demonstrate that European cloud providers and their customers can leverage open accelerators for near-data processing and asynchronous data services to improve the performance, energy-efficiency, and cost of data-intensive applications. This overall goal is aligned with the expected impact of the topic destination as CHORYS will contribute to the next steps of development and adoption of Open technologies. More specifically, we expect that CHORYS will contribute to Europe taking a leadership position in RISC-V based accelerators, with a workforce highly skilled in hardware/software co-design. The consortium is uniquely positioned to take up this challenge. Codasip, Europe’s leading RISC-V company with billions of chips shipped, will commercialize RISC-V IP licenses and Electronic Design Automation (EDA) software subscriptions, demonstrated in the projects’ open accelerators. Menta, the pioneer embedded FPGA (eFPGA) company, which is part of the European Processor Initiative, will contribute to the development of a European programmable storage controller. Cyso will extend the CHORYS demonstrators to deploy open and programmable accelerators in their high-performance public cloud platform, resulting in orders of magnitude net cost savings. The universities partners have track records of successful collaborations with recently published breakthrough results on hardware-software co-design, near-data processing, and asynchronous data services.|10.3030/101189551|Cluster 4
101190041|ESGAN|EUROPEAN SPACE GAN|2025-02-01|2028-01-31|0|HORIZON.2.4|HORIZON-CL4-2024-SPACE-01-73|HORIZON-CL4-2024-SPACE-01|HORIZON-CL4-2024-SPACE-01|HORIZON-RIA|European Space GaN (ESGAN) aims to develop a 200V Enhancement mode GaN transistor (normally off) for use in power management circuits for space applications. The advantages obtained from Gallium Nitride (GaN) such as reduced mass, increased efficiency and the potential of radiation hardness are well known and the project will aim to exploit these in the development of the technology. Devices will be designed, produced, tested for radiation effects, thermal effects, structural effects and reliability performance and will be demonstrated in an application to verify the desired performance. The end goal will be to proceed with a space evaluation leading to a space qualification of the produced devices.Another of the principal objectives is to establish and exercise a fully capable, committed European Supply Chain to remove dependency from other countries and geographical regions. To achieve the goals of the project a strong consortium has been established in which the members cover each of the stages of the supply chain. The consortium is composed of the following companies. AIXTRON, a company dedicated to the design and manufacture of equipment to grow advanced substrates for GaN transistors. SEMI ZABALA, a company dedicated to the design, test and packaging of GaN transistors and integrated circuits. X-FAB, a semiconductor foundry company that has developed and offers processing services for GaN transistors. AIRBUS DEFENCE & SPACE, are one of Europe´s leading companies dedicated to the design and manufacture of satellite equipment and systems. The consortium covers an end to end supply chain from materials, design, processing packaging and test through to end users.|10.3030/101190041|Cluster 4
101130676|NUBICOS|New Users for a Better ICOS|2024-01-01|2027-12-31|4999490|HORIZON.1.3|HORIZON-INFRA-2023-DEV-01-03|HORIZON-INFRA-2023-DEV-01|HORIZON-INFRA-2023-DEV-01|HORIZON-RIA|The Integrated Carbon Observation System (ICOS) is a fully operational European Landmark research infrastructure providing standardised high-precision observations on greenhouse gases and their fluxes. The ICOS infrastructure is currently covering 16 countries with 170 stations.In this project, we will work with new users for ICOS data from satellite and modeling communities and prepare products for policymakers. We are improving sustainability of ICOS by streamlining the data pipelines and strengthening the community engagement including new members. In addition to data, ICOS is producing protocols and processes, which are now needed for the global greenhouse gases (GHG) initiative coordinated by World Meteorological Organization (WMO), thus strengthening the European leadership in it.  NUBICOS will focus on four specific objectives:1. The cooperation between ICOS and the remote sensing community will be deepened.2. The value chain from observations to climate services will be improved.3. The internal engagement of ICOS and the identity of the ICOS community will be strengthened.4. The global cooperation of ICOS, particularly in the WMO framework, will be intensified.|10.3030/101130676|Other
101137359|Changemaker|Promoting co-designed sustainable health interventions with young changemakers for reduced risk of non-communicable diseases (NCDs) in urban Burkina Faso, Kenya and Tanzania |2024-01-01|2027-12-31|3998161,25|HORIZON.2.1|HORIZON-HLTH-2023-DISEASE-03-03|HORIZON-HLTH-2023-DISEASE-03|HORIZON-HLTH-2023-DISEASE-03|HORIZON-RIA|Changemaker objective: To implement & evaluate a sustainable health intervention program on health, nutrition, & environmental outcomes for the primary prevention of adolescent obesity & related non-communicable diseases (NCDs) together with adolescents in three rapidly urbanizing cities in Burkina Faso, Kenya, Tanzania. Background: There is an increasing epidemic of adolescent obesity that can contribute to adult obesity, morbidity & NCDs in a broader sense. Sustainable health interventions in urban low- and middle-income countries are critical in addressing lifestyle factors that contribute to obesity, diabetes & hypertension in later life, such as unhealthy dietary habits, inactivity & sedentary behaviors while shaping urban environments. Considering obesity is a complex issue that is influenced by wide range of interconnected factors, such as policy, environment, social, economic, cultural, behavioral, commercial, & biological determinants, a whole-systems approach that converges multiple sectors (i.e., health, education, environment, and agriculture) and stakeholders (i.e., adolescents, caregivers, staff, local government, communities, policymakers & implementers) are needed for obesity prevention in LMICs. Our strategy: Four evidence-based strategies, which will be adapted to context through a co-design process: 1) urban farming in schools with satellite farms and organic waste composting, 2) sustainable health modules for classrooms, 3) linking to healthcare workers through health talks using motivational interviewing techniques and 4) WHO Best Buys: Mass media campaign. Our evaluation: 3 cluster-RCTs in secondary schools, within the framework of urban Health & Demographic Surveillance Systems, implementation, process evaluation & cost-effective evaluation. Our expected results: Evidence of how to implement and scale a sustainable health intervention. Estimate a mean difference in BMI of 0.175 which could lead to reduction of 5% in the prevalence of obesity.|10.3030/101137359|Cluster Health
101184621|ICELINK|Advancing Knowledge of North Atlantic Land ICE - LINKing Observations and Models|2025-02-01|2029-01-31|7412137,75|HORIZON.2.5|HORIZON-CL5-2024-D1-01-02|HORIZON-CL5-2024-D1-01|HORIZON-CL5-2024-D1-01|HORIZON-RIA|ICELINK will bridge the knowledge gap between climate models, ice-flow models, satellite observations and in-situ observations to accelerate the understanding of how glaciers and ice sheets in the North Atlantic respond to climate change, and their impacts on climate and ecosystems. Observations in the past decades have alerted for the rapid changes in land ice in this region. Record temperatures, melting ice and increased fresh water flux may destabilise the atmosphere and ocean circulation, with severe consequences for regional weather system, sea level rise, and affecting Europe and beyond. An improved understanding of trends and variability of ice evolution is important, and ICELINK will address this challenge by integrating Earth Observation data, in-situ observations and ice flow and climate models into an improved understanding of the processes that control the evolution of glaciers. Through improved understanding of snow, surface mass balance and the ice dynamical response to meltwater runoff, ICELINK will provide new knowledge of the response of Icelandic glaciers and the Greenland ice sheet to global warming and the impacts on climate and ecosystems. ICELINK will engage closely with local communities to co-develop and disseminate new knowledge, needed to support adaptation strategies, mitigate risks and enhance their resilience. A novel approach in ICELINK is to investigate the effect of increasing surface melting on ice evolution of the Greenland Ice Sheet by using Icelandic glaciers as a data-observation laboratory for understanding the response in a warmer world with more melt. The improved models and new insights will feed into the World Climate Research Programmes Cryosphere Project, IPCC, IPBES, assist development of Copernicus, and support the Destination Earth Initiative. ICELINK will produce results that are in high demand in order to plan and adapt for the future.|10.3030/101184621|Cluster 5
101193032|BeyondBattRec|Beyond state-of-the-art battery recycling by increasing the selectivity and specificity of efficient pre-processing technologies|2024-12-01|2028-11-30|7453524,75|HORIZON.2.5|HORIZON-CL5-2024-D2-01-01|HORIZON-CL5-2024-D2-01|HORIZON-CL5-2024-D2-01|HORIZON-RIA|Europe aims to reach climate neutrality and a circular economy by 2050. Current practices to recycle batteries are not designed for the full valorisation of the battery materials and, therefore, are not coherent with the European ambitions. To design the vertical battery recycling process compatible with the requirements of circular economy, BeyondBattRec aims at integrating emerging technological and digital tools to enhance the battery recycling rate. The project introduces innovative principles and practices at the component level and rationally integrates the developed components to recover valuable materials with a constant focus on carbon footprint according to the request in Annex II of the new EU Directive (EU) 2019/1020. To achieve its objective, BeyondBattRec puts together a multidisciplinary 13-partner consortium from 7 European member states, consisting of industries, academia, and research & technology organizations. The project targets battery recyclers, manufacturers and technology providers as the end users due to their importance in realizing the objectives of Batt4EU in transforming European battery industry to make it circular and achieve overall climate neutrality at EU level by 2050, while enhancing their global competitiveness. Thanks to innovative steps beyond state of art, BeyondBattRec will allow to comply also with other 2 Annexes of the above Directive (Annex X for management of materials subject to risk of supply for Europe and Annex XII related to minimum recovery rate for said risky and strategic metals and requesting the following recovery rate at the horizon of 2031: (a) 95 % for cobalt; (b) 95 % for Cooper; (c) 80 % for lithium;(d)  95 % for nickel.BeyondBattRec builds on the success of former initiatives and projects which have delivered technological, methodological, patents and largely Europe Dissemination under join venture and licenses. Thanks to those community assets, BeyondBattRec will convincingly and coherently leverage and advance to achieve its objectives.|10.3030/101193032|Cluster 5
101203047|TALISSMAN|Technologies for Advanced LIthium-Sulfur batteries toward Safe and Sustainable Mobility Applications|2025-07-01|2029-06-30|4998873,75|HORIZON.2.5|HORIZON-CL5-2024-D2-02-02|HORIZON-CL5-2024-D2-02|HORIZON-CL5-2024-D2-02|HORIZON-RIA|The BATT4EU Partnership's SRIA emphasizes the urgent need for investment in long-term research on Generation 5 (Gen5) battery solutions to overcome the limitations of Li-ion technology and strengthen the EU's industrial autonomy. TALISSMAN’s primary objective is to lead the development of safe, sustainable, high-performance, and cost-effective Gen5 lithium-sulfur batteries (LSBs) for aerospace and other electromobility applications. By bringing together a multidisciplinary consortium of research institutions and top-tier industry leaders, TALISSMAN will develop and demonstrate two advanced battery pathways in small-scale, multi-layer pouch cell format (TRL4): (i) a hybrid quasi-solid gelled concept (Gen2027) and (ii) an all-solid-state sulfide approach (Gen2030). TALISSMAN will tackle critical challenges hindering LSB industrialization, such as polysulfide shuttling and stabilizing the lithium metal anode/electrolyte interface. These efforts will involve developing optimized materials and components, improving cell design and assembly, and refining manufacturing techniques to ensure compatibility and easy integration with existing Gen3 LIB production lines. Iterative feedback loops will optimize the technology’s techno-economic performance, while advanced characterization techniques and novel modelling approaches will enhance the understanding of reaction mechanisms, performance limitations, and degradation processes. The project will incorporate a Safe and Sustainable-by-Design framework, including essential safety and environmental criteria, and promote efficient resource use through life-cycle assessments, eco-design principles, and innovative recycling processes. Lastly, dissemination, exploitation, and communication activities, rooted in an Open Science approach, will support the project, facilitating the future industrial deployment of TALISSMAN's solutions, and contributing to the establishment of a competitive and sustainable battery industry in Europe.|10.3030/101203047|Cluster 5
101226675|EMPOWER|EMpowering People living with NCDs and frOntline health Workers and levERaging digital health technology, to tackle the burden of chronic diseases in sub-Saharan Africa. (EMPOWER)|2025-09-01|2029-08-31|3940560|HORIZON.2.1|HORIZON-HLTH-2024-DISEASE-13-01|HORIZON-HLTH-2024-DISEASE-13|HORIZON-HLTH-2024-DISEASE-13|HORIZON-RIA|With 74% of deaths and over 75% of all Disability Adjusted Life Years, noncommunicable diseases (NCDs) are the leading cause of death and disability worldwide. In low-and-middle income countries (LMICs), primary care providers often lack sufficient training and resources to effectively diagnose and manage NCDs, while health centres and information systems are poorly organised to ensure continuity of care. Consequently, treatment gaps—defined as the proportion of individuals with a disease who are not treated—are alarmingly high: 82% for hypertension, 80% for diabetes, and 75–85% for epilepsy and mental disorders. The situation is even more critical for individuals with multiple long-term conditions (MLTCs). EMPOWER aims to reduce the burden of MLTC NCDs in Benin and Togo by closing treatment gaps through interventions previously validated in Laos, Cambodia, and Myanmar. The project will optimise existing human resources, such as community health workers (CHWs), nurses, midwives, and GPs, by training them in evidence-based NCD management strategies (WHO-PEN and WHO mhGAP) and equipping them with a digital tool. The android-based app will streamline the collection of key indicators for screening, diagnosis, and monitoring of NCDs, while enhancing communication among healthcare providers. CHWs will coordinate a comprehensive package of community-based activities, including NCD screening (targeting cardiometabolic diseases, mental disorders, and epilepsy), risk factor assessments, health education, regular care and follow-up. The 4-year project comprises 3 phases: Phase A, a mixed-methods assessment to gather insights from patients, CHWs and healthcare providers, guiding the adaptation of intervention and tools; Phase B, the implementation of the intervention; and Phase C, a hybrid evaluation of effectiveness outcomes (treatment gaps, NCD-related events, clinical parameters, quality of life, stigma, cost-effectiveness - intervention vs control) and implementation outcomes using the RE-AIM framework. This will inform future scaling-ups.|10.3030/101226675|Cluster Health
101136659|TULIP|Community-based engagement and intervenTions to stem the spread of antimicrobial resistance in the aqUatic environments catalysed by cLImate change and Plastic pollution interactions|2024-01-01|2028-06-30|6283534,25|HORIZON.2.1|HORIZON-HLTH-2023-ENVHLTH-02-01|HORIZON-HLTH-2023-ENVHLTH-02|HORIZON-HLTH-2023-ENVHLTH-02|HORIZON-RIA|Interconnections between ecological and societal systems facilitate compounding impacts of climate change, environmental plastic pollution and proliferation of antimicrobial resistance (AMR) on the health of people, animals and ecosystems on a planetary scale. Current knowledge on interactions between these three crises in the Earths natural systems and their impact on health is highly restricted. TULIP will apply a transdisciplinary socio-ecological systems thinking approach, robust environmental science methods, epidemiology, modelling, sampling design and state-of-the-art molecular tools to generate scientific evidence on plastic-AMR interactions. It will describe spatio-temporal dynamics and patterns of plastic-associated AMR under a changing climate and the compounding health and ecological impacts. It will employ the methodology of intervention and social sciences to explore social driving factors and current policies and design and evaluate community-based interventions and nature-based solutions. TULIP will convert created evidence to modelling-based decision-supporting tools that approximate co-benefits to human and ecosystem health, indicators and environmental policy recommendations highlighting triple-win solutions and foster the science-policy translation using an integrated knowledge translation framework. Aiming to ignite a lasting societal change toward health-promoting environments, TULIP will engage communities, citizen scientists, policymakers and experts from multiple sectors in research, co-design, co-implementation, communication and dissemination processes. TULIP will focus on aquatic environments as they create a milieu for interactions, transport pathways and exposure interface and showcase its approach in the Philippines and Italy and translate to a pan-European scale.|10.3030/101136659|Cluster Health
101191726|KeratOPrinter|Advanced 4D Printing Technologies in Corneal Regeneration: A Pathway to Restored Vision|2025-01-01|2029-12-31|7999581,25|HORIZON.2.1|HORIZON-HLTH-2024-TOOL-11-02|HORIZON-HLTH-2024-TOOL-11|HORIZON-HLTH-2024-TOOL-11|HORIZON-RIA|Corneal blindness is the 3rd leading cause of blindness globally, affecting >11.7mi people. Although the cornea is the most transplanted tissue, only 1-in-70 patients in need receive a cornea due to a severe shortage of donor tissue.3D bioprinting offers an attractive solution. However, existing technology cannot mimic the complexity of cornea tissue, which is necessary to reproduce its optomechanical & biological functionality.The KeratOPrinter project thus, proposes a highly ambitious approach to develop a 4D bioprinting suite that can deliver a fully functional, biocompatible, full-thickness native-like human cornea. The consortium combines world-class partners to provide:a) An innovative & scalable cell source with high cell viability & native-like functionality in vivo for the different cell types in the cornea; b) Several multi-material bioink formulations which can reproduce the native-environment heterogeneity & extracellular matrix to deliver the optical, mechanical & biological functionality; c) Single-cell bioprinting resolution with µm accuracy & in-process monitoring for clinical-level quality control at viable printing speeds; d) Clinical handling technology for transportation, logistics & surgical implementation, supported by complementary implementation of multiple bioprinting technologies; e) GMP-compliant cell manufacturing and bioprinting technologies supported by in vivo & GLP studies for fast translation to the clinical environment; f) Early regulatory engagement augmented by a thorough regulatory and ethical analysis culminating in a comprehensive regulatory pathway to support future commercialisation and g) A dedicated community of researchers, clinicians, healthcare providers, regulatory and standardisation bodies, patient groups, technology developers, & industry to translate project results into targeted outcomes & long-term impacts.Ultimately, KeratOPrinter aims to enable millions of people to receive vision-saving therapy by 2035.|10.3030/101191726|Cluster Health
101156541|EAST-STROKE|Early treatment of Atrial fibrillation for Stroke prevention Trial in acute STROKE|2024-12-01|2030-11-30|0|HORIZON.2.1|HORIZON-HLTH-2024-DISEASE-03-08-two-stage|HORIZON-HLTH-2024-DISEASE-03-two-stage|HORIZON-HLTH-2024-DISEASE-03-two-stage|HORIZON-RIA|Patients with acute ischemic stroke and atrial fibrillation are at high risk for recurrent stroke and other adverse cardiovascular complications. Usual care comprises oral anticoagulation and rate control. However, it is unclear, whether existing interventions for early rhythm control reduce the risk of adverse cardiovascular outcomes in these vulnerable patients. EAST-STROKE (Early treatment of Atrial fibrillation for Stroke prevention Trial in acute STROKE) is set out to tackle and reduce the individual and societal burden of death and disability by providing evidence for effective secondary prevention using readily available interventions in these patients. To this end, EAST-STROKE is an investigator-initiated, prospective, randomized, open, blinded endpoint assessment (PROBE) multi- trial to test whether early rhythm control therapy prevents adverse cardiovascular outcome in patients with acute ischemic stroke and atrial fibrillation compared to usual care. Up to 1,746 patients will be enrolled. Trial organisation relies on a network of experienced clinical researchers, patient representatives and Health Economics experts. Outcome evaluation will involve a comprehensive array of clinical and safety parameters, health and socio-economic outcomes including patient reported outcome measures. We will also perform cost-effectiveness analyses to address the needs of payers and ease implementation into reimbursement schemes. The project addresses a major health burden and will provide evidence for more effective prevention of adverse outcomes in an area of high public health need. We expect that the results of EAST-STROKE will be implemented rapidly throughout Europe, will support health equity, and will prevent more than 150 thousand recurrent strokes or adverse cardiovascular outcomes over a period of five years. By this, EAST-STROKE will lead to significant cost-savings to European health systems and societies.|10.3030/101156541|Cluster Health
101178210|E-ECO Downstream|Development of heating technologies for the Efficient renewable Energy COnsumption of CO2-neutral DOWNSTREAM-processes|2025-01-01|2028-06-30|4940583,76|HORIZON.2.4|HORIZON-CL4-2024-TWIN-TRANSITION-01-46|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-CL4-2024-TWIN-TRANSITION-01|HORIZON-RIA|The aim of E-ECO Downstream is to enable a clean steel production by developing advanced and breakthrough technologies for the steel making downstream processes. This will decisively support the EU in achieving its goal towards climate neutrality by 2050.E-ECO Downstream focuses on the efficient utilization of hydrogen, biogas, and electricity to substitute carbon-based fuels and drastically lower the carbon footprint of the steel production. Energy efficiency is pursued to enable sustainable utilization of volatile green energy. Currently installed burners of reheating furnaces will be enabled to utilize green H2 by integration of newly designed and 3D-printed burner components instead of replacing entire burner systems. To increase fuel flexibility hybrid heating concepts (H2 and electricity) will be investigated in a pilot walking beam furnace. Since the mentioned solutions will change the waste heat streams and their heat recovery in future downstream processes must be reevaluated. This will be done by analysing the partners processes and plants, development and testing of waste heat recovery concepts and recuperators regarding their suitability to new fuels and their off gases, while considering their impact on materials/product. Energy efficiency potentials of downstream processes will be evaluated by case studies for the application of hot charge from casting to hot rolling by covering of the slabs with passive and active panels.The elaborated solutions will be assessed by techno-eco-environmental analysis to evaluate their applicability and to increase their acceptance in the steel community.The E-ECO Downstream consortium has a deep and shared knowledge of iron and steel making, downstream processes and heating technology, materials engineering, numerical simulation, experimental investigations, economy, and life cycle analysis.|10.3030/101178210|Cluster 4
101177191|MultiLX|STRATEGIES TO STRENGTHEN EUROPEAN LINGUISTIC CAPITAL IN A GLOBALISED WORLD|2025-01-01|2027-12-31|2956480|HORIZON.2.2|HORIZON-CL2-2024-HERITAGE-01-05|HORIZON-CL2-2024-HERITAGE-01|HORIZON-CL2-2024-HERITAGE-01|HORIZON-RIA|This research project will collect and analyse evidence to inform transformation of language policy in Europe. Increased mobility of people across territories has altered the linguistic make-up of Europe, while rapid developments in AI and other digital technology have revolutionised the way people communicate. However, EU language policy has been slow to respond to the pace of these changes. Our challenge in an increasingly diverse, digital and multilingual Europe is to reform language policy to shape a future for young people which is inclusive, democratic and equitable. We will address this challenge by providing policy makers with comprehensive evidence of the communicative practices and language ideologies of young people in Europe. We will examine how young This research project will collect and analyse evidence to inform transformation of language policy in Europe. Increased mobility of people across territories has altered the linguistic make-up of Europe, while rapid developments in AI and other digital technology have revolutionised the way people communicate. However, EU language policy has been slow to respond to the pace of these changes. Our challenge in an increasingly diverse, digital and multilingual Europe is to reform language policy to shape a future for young people which is inclusive, democratic and equitable. We will address this challenge by providing policy makers with comprehensive evidence of the communicative practices and language ideologies of young people in Europe. We will examine how young people use language in multiple locations in Europe, focusing on their communication in digital, creative and everyday contexts. We will observe young people’s interactions in six cities in five countries, and elicit their perspectives on language, identities, heritage, belonging and investment. This project will equip policy makers with the evidence necessary to introduce equitable, inclusive language policy fit for the digital, multilingual age.|10.3030/101177191|Cluster 2
101177251|TechConnect|TechConnect: Assessing and Strengthening Human-Tech Skill Complementarity in the Digital Landscape|2024-10-01|2027-09-30|2993360|HORIZON.2.2|HORIZON-CL2-2024-TRANSFORMATIONS-01-11|HORIZON-CL2-2024-TRANSFORMATIONS-01|HORIZON-CL2-2024-TRANSFORMATIONS-01|HORIZON-RIA|TechConnect thoroughly explores the ongoing debate regarding the influence of emerging technologies on human labor and skills. It places a distinct emphasis on Human-Tech Skill Complementarity, highlighting the essential interdependence and mutual enhancement of both human and technological skills in a systemic manner. The primary goal is to deepen our understanding of the dynamic interplays between new digital technologies and human skills, generating novel and practical knowledge on this emerging topic of Human-Tech Skill Complementarity.The project brings together a multidisciplinary team and employs diverse methods, including policy analysis, systematic literature review, annual cross-sectoral industry landscape surveys, in-depth case studies in the healthcare sector and validating the findings beyond this sector via stakeholder engagement, workshops, and guidelines production. The key outcomes include the development and validation of the Human-Tech Skill Complementarity Conceptual Framework, Assessment Index, Strengthening Model, and TechConnect Stakeholder Toolkit. These outcomes reveal the how new technologies such as AI and robotics affect human skills, emphasising the development and deployment of technologies that enhance individual skills and workforce capabilities.Adopting a collaborative approach, TechConnect forms a consortium with academics, industry partners, and a stakeholder engagement firm. This collaborative effort fosters partnerships with technology associations, professional groups, and government entities. Grounded in the research-informed, evidence-based and practice-driven approaches, TechConnect will make a meaningful impact on the quality of employment and competitiveness, contributing to social and economic resilience. The collective efforts of the consortium are geared towards disseminating findings and recommendations widely, with the ultimate goal of influencing policy and practice for inclusive growth in the digital landscape.|10.3030/101177251|Cluster 2
101177315|SUPA|Sustaining Public Administration in Modern Democracies|2025-03-01|2028-02-29|2494217,5|HORIZON.2.2|HORIZON-CL2-2024-DEMOCRACY-01-09|HORIZON-CL2-2024-DEMOCRACY-01|HORIZON-CL2-2024-DEMOCRACY-01|HORIZON-RIA|"""The “Sustaining Public Administration in Modern Democracies“ (SUPA) Consortium originates from the observation that public administrations in advanced democracies are increasingly overburdened. Administrative overburdening arises from a continuous increase in the number of rules that require implementation and the relative stagnation in administrative capacities. This discrepancy between the rules up for implementation and the administrative resources available results in suboptimal policy outcomes, low-quality public services, and inconsistent implementation practices. In view of this assessment, it is the central objective of SUPA to examine strategies for enhancing the capabilities of the public sector to cope with the escalating challenges of administrative overburdening. To this end, SUPA pursues two interrelated objectives: The first one is to examine how decision-making procedures and practices can be improved to limit the overall burdens placed on the administration. The second goal is to explore how administrative structures can be reformed to manage ongoing rule growth effectively. SUPA examines patterns of rule growth and the resulting administrative changes and challenges in six European States (Denmark, France, Germany, Norway, Spain and the Netherlands) and the European Union. Based on a combination of qualitative and quantitative methods, SUPA (1) evaluates the effectiveness of so-called """"rule-offsetting"""" schemes; (2) investigates how legislators can embed legal design principles to prevent unintended rule growth cascades; (3) assesses how policy growth affects the underlying administrative structures; and (4) examines citizens' experience and operational challenges linked to different ways of distributing implementation burdens across public authorities. SUPA has formed collaboration agreements with multiple public authorities, ensuring that the Consortium's findings can be directly transferred to both policy-makers and administrators in the field."""|10.3030/101177315|Cluster 2
101177176|NewWorkTech|From the margins to the masses: Standard practices and innovative uses  of technology in augmenting different abilities of people in the world of work|2024-12-01|2027-11-30|2999375|HORIZON.2.2|HORIZON-CL2-2024-TRANSFORMATIONS-01-11|HORIZON-CL2-2024-TRANSFORMATIONS-01|HORIZON-CL2-2024-TRANSFORMATIONS-01|HORIZON-RIA|NewWorkTech engages in research-based enhancement of the work-related capacities of a) people with disabilities and b) the general workforce, with particular focus on technologically mediated tasks and interaction. The project covers the entire arc of development from empirical research into how people with disabilities – as forerunners of technology use – perform tasks and interact at work, to theoretical innovation regarding the nature of socio-material assemblages as well as what constitutes technology, to policy recommendations, and to the development of new technological solutions, including AI-based technologies. We consider people with disabilities to be experts in using technical systems to improve their work performance, and through an analysis of a variety of use cases, will identify elements of successful use as well as factors that cause problems for interaction or the performance of tasks. Empirical results will also be generated by surveys and co-creation activities. People with disabilities will be engaged in NewWorkTech in line with the principle “nothing about us without us”. NGO partners will be actively involved as facilitators in the empirical research and as drivers of application and dissemination. Through our own technological development effort, attention to the ethical use of technologies, and the dissemination of the knowledge we generate, the results will feed into improved usage methods and functionality of work-related technologies, as well as knowledge about the required skills. The smart use of technology thus achieved will help create employment opportunities for people with disabilities, improving their quality of life and reducing inequalities while also helping alleviate the current shortage of labour in Europe, and open possibilities for more efficient and creative use of technology by everyone, whether they have physical or cognitive limitations or not.|10.3030/101177176|Cluster 2
101136670|GLIOMATCH|The malignant Glioma immuno-oncology matchmaker: towards data-driven precision medicine using spatially resolved radio-multiomics|2024-01-01|2028-12-31|11389958,75|HORIZON.2.1|HORIZON-MISS-2023-CANCER-01-01|HORIZON-MISS-2023-CANCER-01|HORIZON-MISS-2023-CANCER-01|HORIZON-RIA|"""Adult and paediatric malignant glioma (GBM and pHGG) remain among the most difficult-to-treat cancers with 5-year survival rates of <5% despite intensive standard-of-care therapy. The differences among patients and the heterogeneous and plastic nature of each individual tumour have resulted in all therapeutic clinical trials failing during the past 20 years. Recently, immunotherapy has been showing great promise, but only in subsets of patients. Identifying those patients cannot be done a priori as biomarkers are still largely missing, nor are we able to follow-up on therapeutic efficacy when patients get treated. The GLIOMATCH project aims at improving the clinical outcome of GBM/pHGG patients by enabling immunology-based patient stratification to empower personalised matching of appropriate immunotherapy, while improving follow-up of clinical responses to existing/novel therapeutics. This will be achieved by integrating spatially resolved, multi-layered tissue maps (using integrated single-cell multiomics), with non-invasive MRI images. This integration will fuel into a novel MRI Radio-multiomics hub, that will be made available to clinical professionals through which they can perform tumour-host based patient stratification and personalised therapy matching while interpreting longitudinal follow-up and treatment efficacy. The proposed data-driven models will be developed by analysing the largest cohort of immuno-oncology (I/O) treated GBM/pHGG patients (n>300, including pre-post treatment samples) with matched controls (n>300) and exceptionally long-term surviving GBM patients (n~140), in which various tumour-host niches will be studied in how they respond to I/O perturbations and lead to improved clinical outcome. This will be empowered by deploying an UNCAN-compatible data lake, to which incremental data collection will be used to further refine the machine learning models, while proposing novel treatment options. This action is part of the Cancer Mission cluster of projects on “Understanding (tumour-host interactions)""""."""|10.3030/101136670|Cluster MISS
101135431|CRYSALIS|Cryogenic storage and refuelling in space|2024-01-01|2028-06-30|7430993,75|HORIZON.2.4|HORIZON-CL4-2023-SPACE-01-22|HORIZON-CL4-2023-SPACE-01|HORIZON-CL4-2023-SPACE-01|HORIZON-RIA|To move away from the dependence on hydrazine for space propulsion, greener alternatives must be sought. Cryogenic propellant combinations such as oxygen / methane offer higher specific impulses than storable combinations, but their low saturation temperatures raise additional challenges with respect to preventing their evaporation during long-term storage. While the ability to refuel craft with cryogenic propellants would allow for longer-term manned missions to Mars and the Moon, as well as aid in the improvement of in-space sustainability, preventing the evaporation of the propellants during the transfer process also poses challenges. As of today, neither long-term storage nor refuelling with cryogenic propellants has been demonstrated in-orbit. CRYSALIS will develop and mature the technologies needed for the management of cryogenic propellant for future space transportation and in-orbit servicing activities. This maturation will include performing a small-scale in-orbit demonstration to mature those whose performance can only be characterised in a microgravity environment. This will be a closed-system demonstrator flown on-board the Nyx capsule, which will aim to not only demonstrate the feasibility of such processes but will aim to improve the understanding of the behaviour of such propellants under microgravity, allowing for development of future systems. These technologies will aid in ensuring the independent access of the EU to space, in particular to manned and heavy missions beyond GEO and LEO, by supporting the development of a logistical network of craft, depots, and hubs, required for cis-lunar and future Martian missions.|10.3030/101135431|Cluster 4
